Listed Company's English Name,Listed Company's Chinese Name,Stock Code,Listing Status,Director's English Name,Director's Chinese Name,Capacity,Position,Appointment Date (yyyy-mm-dd),Resignation Date (yyyy-mm-dd)
Yuxing InfoTech Investment Holdings Limited,裕興科技投資控股有限公司,08005,Current,WU Jia Jun,吳家駿,Independent Non Executive Director,,1999-10-25,2017-09-15
Yuxing InfoTech Investment Holdings Limited,裕興科技投資控股有限公司,08005,Current,ZHONG Peng Rong,鍾朋榮,Independent Non Executive Director,,1999-10-25,2019-09-05
Yuxing InfoTech Investment Holdings Limited,裕興科技投資控股有限公司,08005,Current,SHI Guang Rong,時光榮,Executive Director,,1999-10-07,
Sino Splendid Holdings Limited,中國華泰瑞銀控股有限公司,08006,Current,WONG Sin Just,黃森捷,Independent Non Executive Director - A/F,,1999-11-25,2011-03-23
PINE Technology Holdings Ltd. (delisted),松景科技控股有限公司,08013,Delisted,CHIU Hang Chin Samson,趙亨展,Executive Director,,1999-11-09,2010-11-17
PINE Technology Holdings Ltd. (delisted),松景科技控股有限公司,08013,Delisted,CHIU Hang Tai,趙亨泰,Executive Director,"Chairman, CEO",1999-09-20,2010-11-17
Qianlong Technology International Holdings Ltd (Delisted),乾隆科技國際控股有限公司,08015,Delisted,FAN Ping Yi,范平尹,Executive Director,,1998-10-13,2011-08-29
Qianlong Technology International Holdings Ltd (Delisted),乾隆科技國際控股有限公司,08015,Delisted,CHEN Ming Chuan,陳銘傳,Executive Director,,1998-10-13,2011-08-29
Qianlong Technology International Holdings Ltd (Delisted),乾隆科技國際控股有限公司,08015,Delisted,CHEN Shen Tien,陳森田,Executive Director,,1998-10-13,2011-08-29
Qianlong Technology International Holdings Ltd (Delisted),乾隆科技國際控股有限公司,08015,Delisted,CHIU Kam Hing Kathy,趙金卿,Independent Non Executive Director - A/F,,1999-12-02,2011-08-29
Asian Capital Resources (Holdings) Limited,亞洲資產(控股)有限公司,08025,Current,LAW Shiu Kai Andrew,羅紹佳,Non Executive Director,,1999-12-01,2006-01-26
China Brilliant Global Limited,朗華國際集團有限公司,08026,Current,YIP Heon Keung,葉向強,Executive Director,Chairman,1999-11-22,2015-07-17
China Brilliant Global Limited,朗華國際集團有限公司,08026,Current,YIP Heon Wai,葉向維,Executive Director,Chairman,1999-11-22,2009-07-30
China Brilliant Global Limited,朗華國際集團有限公司,08026,Current,YIP Heon Ping,葉向平,Executive Director,,1999-11-22,2007-06-06
China Brilliant Global Limited,朗華國際集團有限公司,08026,Current,YIP Seng Mun,葉醒民,Executive Director,Chairman,1999-11-22,2007-06-06
Vodatel Networks Holdings Limited,愛達利網絡控股有限公司,08033,Current,DOS SANTOS Jose Manuel,,Executive Director,Chairman,1999-12-13,
Vodatel Networks Holdings Limited,愛達利網絡控股有限公司,08033,Current,NUNES Monica Maria,羅嘉雯,Executive Director,"CEO, Managing Director",1999-12-13,
Vodatel Networks Holdings Limited,愛達利網絡控股有限公司,08033,Current,KUAN Kin Man,關鍵文,Executive Director,"CEO, Managing Director",1999-12-14,
Vodatel Networks Holdings Limited,愛達利網絡控股有限公司,08033,Current,YIM Hong,嚴康,Executive Director,"CEO, Managing Director",1999-12-14,2016-02-12
Vodatel Networks Holdings Limited,愛達利網絡控股有限公司,08033,Current,LO King Chiu Charles,盧景昭,Independent Non Executive Director,,1999-12-14,2009-04-01
Vodatel Networks Holdings Limited,愛達利網絡控股有限公司,08033,Current,CHUI Sai Cheong,崔世昌,Independent Non Executive Director - A/F,,1999-12-14,2008-02-15
Binhai Investment Company Ltd,濱海投資有限公司,08035,Delisted,SHUM Ka Sang,沈家燊,Executive Director,,1999-10-28,2007-10-22
Binhai Investment Company Ltd,濱海投資有限公司,08035,Delisted,WANG Guang Hao,王廣浩,Executive Director,,1999-10-28,2007-06-09
Binhai Investment Company Ltd,濱海投資有限公司,08035,Delisted,CUI Shu Ming,崔書明,Independent Non Executive Director,,1999-10-28,2006-01-09
Jiangsu NandaSoft Technology Company Limited,江蘇南大蘇富特科技股份有限公司,08045,Current,CHEN Dao Xu,陳道蓄,Non Executive Director,,1999-03-10,2008-11-07
Changchun Da Xing Pharmaceutical Company Limited,長春達興藥業股份有限公司,08067,Delisted,YU Cheng Kun,于承昆,Executive Director,,1999-12-24,2006-12-05
Changchun Da Xing Pharmaceutical Company Limited,長春達興藥業股份有限公司,08067,Delisted,GUO Bin,郭斌,Executive Director,,1999-12-24,2006-12-05
New Universe Environmental Group Ltd (GEM),新宇環保集團有限公司,08068,Delisted,CHAN Yan Cheong,陳忍昌,Independent Non Executive Director,,1999-11-17,2016-07-29
China Youzan Limited,中國有贊有限公司,08083,Current,CHEUNG Wai,張偉,Executive Director,,1998-09-01,2011-04-28
China Fortune Investments (Holding) Limited,中國幸福投資(控股)有限公司,08116,Current,CAI Zu Ping,蔡祖平,Executive Director,"Chairman, CEO",1999-10-14,2009-02-02
China Fortune Investments (Holding) Limited,中國幸福投資(控股)有限公司,08116,Current,ZHANG Zheng,張政,Executive Director,CEO,1999-10-14,2007-02-01
CHYY Development Group Limited,中國恒有源發展集團有限公司,08128,Current,WU Shu Min,吳樹民,Executive Director,Chairman,1999-12-31,2012-04-24
Town Health International Holdings Company Ltd (Delisted),康健國際控股有限公司,08138,Delisted,FUNG Yiu Tong Bennet,馮耀棠,Executive Director,,1999-08-24,2008-08-12
Town Health International Holdings Company Ltd (Delisted),康健國際控股有限公司,08138,Delisted,CHO Kwai Chee,曹貴子,Executive Director,CEO,1999-08-24,2008-08-12
Mudan Automobile Shares Company Limited (Delisted),牡丹汽車股份有限公司,08188,Delisted,HOU Cheng Bao,候成保,Executive Director,,1998-09-18,2009-10-29
Crypto Flow Technology Limited,加幂科技有限公司,08198,Current,PANG Hing Chung Alfred,彭慶聰,Independent Non Executive Director,,1999-03-01,2017-07-10
Crypto Flow Technology Limited,加幂科技有限公司,08198,Current,CHAN Sek Keung Ringo,陳錫強,Executive Director,Chairman,1998-11-26,2009-12-30
Crypto Flow Technology Limited,加幂科技有限公司,08198,Current,NAGLE Alasdair Gordon,,Non Executive Director,,1999-03-01,2007-04-13
Powerleader Science & Technology Group Limited,寶德科技集團股份有限公司,08236,Delisted,LI Rui Jie,李瑞杰,Executive Director,Chairman,1997-08-20,2012-03-30
Xinjiang Tianye Water Saving Irrigation System Company Limited,新彊天業節水灌溉股份有限公司,08280,Delisted,GUO Qing Ren,郭慶人,Executive Director,Chairman,1999-12-06,2008-01-24
"JiaXing Gas Group Co., Ltd.",嘉興市燃氣集團股份有限公司,09908,Current,SUN Lian Qing,孫連清,Executive Director,"Chairman, CEO",1998-03-15,
"JiaXing Gas Group Co., Ltd.",嘉興市燃氣集團股份有限公司,09908,Current,XU Song Qiang,徐松強,Executive Director,,1998-03-15,
"NetEase, Inc.",網易股份有限公司,09999,Current,DING Lei William,丁磊,Executive Director,CEO,1999-07-06,
"NetEase, Inc.",網易股份有限公司,09999,Current,TONG Sui Bau Michael,董瑞豹,Independent Non Executive Director,,1999-12-01,
