Listed Company's English Name,Listed Company's Chinese Name,Stock Code,Listing Status,Director's English Name,Director's Chinese Name,Capacity,Position,Appointment Date (yyyy-mm-dd),Resignation Date (yyyy-mm-dd)
CMBC Capital Holdings Limited,民銀資本控股有限公司,1141,Current,WANG Li Hua,王立華,Independent Non Executive Director,,2017-06-07,
CMBC Capital Holdings Limited,民銀資本控股有限公司,1141,Current,WU Bin,吳斌,Independent Non Executive Director,,2017-06-07,
CMBC Capital Holdings Limited,民銀資本控股有限公司,1141,Current,YANG Kun Peng,楊鯤鵬,Non Executive Director,,2021-06-29,
CMBC Capital Holdings Limited,民銀資本控股有限公司,1141,Current,DING Zhi Suo,丁之鎖,Executive Director,,2017-10-26,2023-01-06
CMBC Capital Holdings Limited,民銀資本控股有限公司,1141,Current,LI Jin Ze,李金澤,Executive Director,,2017-06-07,2022-06-13
CMBC Capital Holdings Limited,民銀資本控股有限公司,1141,Current,LIAO Zhao Hui,廖肇輝,Non Executive Director,,2017-06-07,2021-06-29
CMBC Capital Holdings Limited,民銀資本控股有限公司,1141,Current,REN Hai Long,任海龍,Non Executive Director,,2017-06-07,2021-06-29
CMBC Capital Holdings Limited,民銀資本控股有限公司,1141,Current,LIN Yue He,林月和,Executive Director,,2016-03-01,2017-06-28
CMBC Capital Holdings Limited,民銀資本控股有限公司,1141,Current,CHAN Kwan Pak,陳筠栢,Independent Non Executive Director - A/F,,2015-07-30,2017-06-07
CMBC Capital Holdings Limited,民銀資本控股有限公司,1141,Current,SIU Gee Tai,蕭芝荑,Independent Non Executive Director,,2015-07-30,2017-06-07
CMBC Capital Holdings Limited,民銀資本控股有限公司,1141,Current,SIU Siu Ling Robert,蕭兆齡,Independent Non Executive Director,,2015-07-24,2017-06-07
CMBC Capital Holdings Limited,民銀資本控股有限公司,1141,Current,WANG Hai Xiong,王海雄,Executive Director,,2016-07-22,2017-06-07
CMBC Capital Holdings Limited,民銀資本控股有限公司,1141,Current,NG Kwok Leung,吳國樑,Executive Director,,2015-07-20,2016-11-22
CMBC Capital Holdings Limited,民銀資本控股有限公司,1141,Current,TAM Tak Wah,譚德華,Executive Director,,2015-07-20,2016-11-22
CMBC Capital Holdings Limited,民銀資本控股有限公司,1141,Current,SUEN Yick Lun Philip,孫益麟,Executive Director,"Chairman, Managing Director",2014-07-02,2016-02-29
CMBC Capital Holdings Limited,民銀資本控股有限公司,1141,Current,LEUNG Shiu Ki Albert,梁兆棋,Independent Non Executive Director - A/F,,2014-11-14,2015-11-30
CMBC Capital Holdings Limited,民銀資本控股有限公司,1141,Current,MAN Wai Chuen,文惠存,Independent Non Executive Director,,2014-11-14,2015-11-27
CMBC Capital Holdings Limited,民銀資本控股有限公司,1141,Current,CHEN Wei,陳薇,Independent Non Executive Director,,2014-11-14,2015-07-30
CMBC Capital Holdings Limited,民銀資本控股有限公司,1141,Current,KITCHELL Osman Bin,,Executive Director,,2015-01-01,2015-07-30
CMBC Capital Holdings Limited,民銀資本控股有限公司,1141,Current,WONG Kwok Tai,黃國泰,Independent Non Executive Director - A/F,,2001-08-24,2015-07-30
CMBC Capital Holdings Limited,民銀資本控股有限公司,1141,Current,WONG Yat Fai,王溢輝,Independent Non Executive Director,,2014-11-14,2015-07-30
CMBC Capital Holdings Limited,民銀資本控股有限公司,1141,Current,LAU King Hang,劉勁恆,Executive Director,,2014-08-26,2015-07-21
CMBC Capital Holdings Limited,民銀資本控股有限公司,1141,Current,HUANG Zhen Cheng,黃真誠,Independent Non Executive Director,,2014-01-02,2015-03-31
CMBC Capital Holdings Limited,民銀資本控股有限公司,1141,Current,WENG Yi Xiang,翁以翔,Independent Non Executive Director,,2007-10-15,2015-03-19
CMBC Capital Holdings Limited,民銀資本控股有限公司,1141,Current,SUEN Cho Hung Paul,孫粗洪,Executive Director,Chairman,2007-11-20,2015-03-03
CMBC Capital Holdings Limited,民銀資本控股有限公司,1141,Current,SUE Ka Lok,蘇家樂,Executive Director,CEO,2007-11-20,2014-10-31
CMBC Capital Holdings Limited,民銀資本控股有限公司,1141,Current,LEE Chun Yeung,李春陽,Executive Director,,2010-10-01,2014-08-20
CMBC Capital Holdings Limited,民銀資本控股有限公司,1141,Current,LU Xin Sheng,逯新生,Independent Non Executive Director,,2007-10-25,2014-01-02
CMBC Capital Holdings Limited,民銀資本控股有限公司,1141,Current,BAI Jian Jiang,白建彊,Executive Director,,2010-02-03,2013-09-13
CMBC Capital Holdings Limited,民銀資本控股有限公司,1141,Current,CHAU Chung Tak,周宗德,Executive Director,,2009-11-19,2010-10-01
CMBC Capital Holdings Limited,民銀資本控股有限公司,1141,Current,XIONG Wei,熊偉,Independent Non Executive Director,,2007-10-25,2010-10-01
CMBC Capital Holdings Limited,民銀資本控股有限公司,1141,Current,LO Ming Chi Charles,勞明智,Executive Director,CEO,2000-12-07,2009-11-19
CMBC Capital Holdings Limited,民銀資本控股有限公司,1141,Current,LI Rong Sheng,李榮生,Executive Director,,2009-06-17,2009-09-03
CMBC Capital Holdings Limited,民銀資本控股有限公司,1141,Current,WONG F Danny,汪曉峰,Executive Director,,2009-06-16,2009-08-24
CMBC Capital Holdings Limited,民銀資本控股有限公司,1141,Current,ZHANG Zhi Dong,張志東,Executive Director,,2007-10-15,2009-04-01
CMBC Capital Holdings Limited,民銀資本控股有限公司,1141,Current,YU Wai Man,余偉文,Executive Director,,2001-04-11,2008-11-05
CMBC Capital Holdings Limited,民銀資本控股有限公司,1141,Current,NG Eng Leng,黃應麟,Executive Director,,2003-04-01,2007-11-20
CMBC Capital Holdings Limited,民銀資本控股有限公司,1141,Current,NG Wee Keat,黃偉傑,Executive Director,,2003-04-01,2007-11-20
CMBC Capital Holdings Limited,民銀資本控股有限公司,1141,Current,LAU Pok Lam,劉璞琳,Independent Non Executive Director - A/F,,2003-04-01,2007-10-25
CMBC Capital Holdings Limited,民銀資本控股有限公司,1141,Current,NG Wilson,黃偉盛,Executive Director,,2002-09-18,2007-10-25
CMBC Capital Holdings Limited,民銀資本控股有限公司,1141,Current,KO Kwong Woon Ivan,高廣垣,Independent Non Executive Director,,2004-09-24,2007-10-15
Coastal Greenland Limited,沿海綠色家園有限公司,1124,Current,HUANG Xi Hua,黃西華,Independent Non Executive Director,,2016-06-01,
Coastal Greenland Limited,沿海綠色家園有限公司,1124,Current,JIANG Ming,江鳴,Executive Director,Managing Director,1997-03-05,
Coastal Greenland Limited,沿海綠色家園有限公司,1124,Current,LI Ting,李霆,Executive Director,,2017-03-20,
Coastal Greenland Limited,沿海綠色家園有限公司,1124,Current,LIN Chen Hsin,林振新,Executive Director,,2018-12-14,
Coastal Greenland Limited,沿海綠色家園有限公司,1124,Current,QIU Gui Zhong,邱貴忠,Non Executive Director,,2019-06-17,
Coastal Greenland Limited,沿海綠色家園有限公司,1124,Current,TONG Xia Hua,童新華,Executive Director,,2022-05-23,
Coastal Greenland Limited,沿海綠色家園有限公司,1124,Current,WONG Kai Cheong,黃繼昌,Independent Non Executive Director - A/F,,2004-07-29,
Coastal Greenland Limited,沿海綠色家園有限公司,1124,Current,YANG Jian Gang,楊建剛,Independent Non Executive Director,,2012-12-31,
Coastal Greenland Limited,沿海綠色家園有限公司,1124,Current,ZHOU Xi Ya,周夕亞,Non Executive Director,,2022-01-03,
Coastal Greenland Limited,沿海綠色家園有限公司,1124,Current,XIA Xiang Long,夏向龍,Executive Director,,2016-06-01,2022-05-23
Coastal Greenland Limited,沿海綠色家園有限公司,1124,Current,ZHU Guo Qiang,朱國強,Non Executive Director,,2017-10-03,2022-01-03
Coastal Greenland Limited,沿海綠色家園有限公司,1124,Current,LU Ji Qiang,陸繼強,Non Executive Director,,2012-07-20,2019-06-17
Coastal Greenland Limited,沿海綠色家園有限公司,1124,Current,TAO Lin,陶林,Executive Director,,1997-03-05,2018-12-14
Coastal Greenland Limited,沿海綠色家園有限公司,1124,Current,DAI Jing Ming,戴敬明,Non Executive Director,,2012-07-20,2017-09-15
Coastal Greenland Limited,沿海綠色家園有限公司,1124,Current,CAI Shao Bin,蔡少斌,Executive Director,,2008-05-09,2017-03-20
Coastal Greenland Limited,沿海綠色家園有限公司,1124,Current,CHEN Xiao Tian,陳嘯天,Independent Non Executive Director,,2013-06-16,2016-09-12
Coastal Greenland Limited,沿海綠色家園有限公司,1124,Current,WANG Hong Mei,王紅梅,Executive Director,,2013-06-16,2016-06-01
Coastal Greenland Limited,沿海綠色家園有限公司,1124,Current,TANG Lap Yan,鄧立人,Independent Non Executive Director,,1997-09-20,2013-06-16
Coastal Greenland Limited,沿海綠色家園有限公司,1124,Current,WANG Bin,王斌,Executive Director,,2012-12-31,2013-03-31
Coastal Greenland Limited,沿海綠色家園有限公司,1124,Current,CHAN Boon Teong,曾文仲,Executive Director,Chairman,1997-03-05,2012-12-31
Coastal Greenland Limited,沿海綠色家園有限公司,1124,Current,CHENG Wing Bor,鄭榮波,Executive Director,,1997-03-05,2012-12-31
Coastal Greenland Limited,沿海綠色家園有限公司,1124,Current,LAW Kin Ho,羅健豪,Independent Non Executive Director - A/F,,2002-07-29,2012-12-31
Coastal Greenland Limited,沿海綠色家園有限公司,1124,Current,LIN Chen Hsin,林振新,Executive Director,,1997-03-05,2012-12-31
Coastal Greenland Limited,沿海綠色家園有限公司,1124,Current,WANG Jun,王軍,Executive Director,,2011-01-31,2012-12-31
Coastal Greenland Limited,沿海綠色家園有限公司,1124,Current,ZHENG Hong Qing,鄭洪慶,Executive Director,,2010-03-22,2012-12-31
Coastal Greenland Limited,沿海綠色家園有限公司,1124,Current,GUO Li Min,郭立民,Non Executive Director,,2009-10-12,2012-05-02
Coastal Greenland Limited,沿海綠色家園有限公司,1124,Current,LU Hua,呂華,Non Executive Director,,2011-07-18,2012-05-02
Coastal Greenland Limited,沿海綠色家園有限公司,1124,Current,XU Ru Xin,徐汝心,Non Executive Director,,2009-12-07,2011-07-18
Coastal Greenland Limited,沿海綠色家園有限公司,1124,Current,WU Xin,吳欣,Executive Director,Managing Director,2007-01-29,2010-03-22
Coastal Greenland Limited,沿海綠色家園有限公司,1124,Current,ZHENG Hong Qing,鄭洪慶,Non Executive Director,,1997-09-20,2010-03-22
Coastal Greenland Limited,沿海綠色家園有限公司,1124,Current,ZHANG Yi Jun,張宜均,Non Executive Director,,2007-01-29,2009-12-07
Coastal Greenland Limited,沿海綠色家園有限公司,1124,Current,HU Ai Min,胡愛民,Non Executive Director,,2007-01-29,2009-10-12
Coastal Greenland Limited,沿海綠色家園有限公司,1124,Current,ZHANG Hua Qiao,張化橋,Non Executive Director,,2007-01-29,2008-09-26
Coastal Greenland Limited,沿海綠色家園有限公司,1124,Current,WEISBERG Oliver P,,Non Executive Director,,2006-09-11,2008-09-17
Coastal Greenland Limited,沿海綠色家園有限公司,1124,Current,XIN Xiangdong,辛向東,Executive Director,,2007-01-29,2008-05-09
Coastal Greenland Limited,沿海綠色家園有限公司,1124,Current,HSU Chung-Yi Christopher,許中一,Non Executive Director,,2006-09-11,2006-12-18
Cocoon Holdings Limited,中國天弓控股有限公司,428,Current,CHAN Man Yi,陳敏儀,Independent Non Executive Director - A/F,,2018-08-21,
Cocoon Holdings Limited,中國天弓控股有限公司,428,Current,CHAU Wai Hing,周偉興,Executive Director,Chairman,2021-04-23,
Cocoon Holdings Limited,中國天弓控股有限公司,428,Current,LEUNG Yin Ting,梁燕婷,Independent Non Executive Director - A/F,,2018-12-14,
Cocoon Holdings Limited,中國天弓控股有限公司,428,Current,WONG Sze Lok,黃思樂,Independent Non Executive Director,,2021-04-23,
Cocoon Holdings Limited,中國天弓控股有限公司,428,Current,WU Ming Gai,胡銘佳,Executive Director,,2016-03-01,
Cocoon Holdings Limited,中國天弓控股有限公司,428,Current,JACOBSEN William Keith,葉偉其,Non Executive Director,,2014-11-17,2023-06-30
Cocoon Holdings Limited,中國天弓控股有限公司,428,Current,CHAN Wing Yan Carman,陳詠欣,Executive Director,CEO,2019-02-25,2022-06-20
Cocoon Holdings Limited,中國天弓控股有限公司,428,Current,WONG Chung Yan Sammy,黃中仁,Non Executive Director,,2018-12-14,2022-06-17
Cocoon Holdings Limited,中國天弓控股有限公司,428,Current,CHEN Albert,陳雅博,Non Executive Director,,2018-08-01,2021-04-23
Cocoon Holdings Limited,中國天弓控股有限公司,428,Current,JIANG Qian,蔣謙,Independent Non Executive Director,,2018-12-14,2021-04-23
Cocoon Holdings Limited,中國天弓控股有限公司,428,Current,CHAU Wai Hing,周偉興,Executive Director,Chairman,2015-09-01,2019-02-18
Cocoon Holdings Limited,中國天弓控股有限公司,428,Current,SIO Chan In Devin,蕭震然,Independent Non Executive Director,,2015-01-01,2018-12-14
Cocoon Holdings Limited,中國天弓控股有限公司,428,Current,WONG Chung Yan Sammy,黃中仁,Independent Non Executive Director - A/F,,2018-03-23,2018-12-14
Cocoon Holdings Limited,中國天弓控股有限公司,428,Current,MAK Hing Keung Thomas,麥興強,Non Executive Director,,2015-07-01,2018-11-26
Cocoon Holdings Limited,中國天弓控股有限公司,428,Current,HUI Man Ho Ivan,許文浩,Non Executive Director,,2018-03-23,2018-06-28
Cocoon Holdings Limited,中國天弓控股有限公司,428,Current,LAW Siu Hung Paul,羅少雄,Independent Non Executive Director,,2015-05-04,2018-06-28
Cocoon Holdings Limited,中國天弓控股有限公司,428,Current,WONG Ching Wan,王青雲,Independent Non Executive Director - A/F,,2015-05-04,2018-06-28
Cocoon Holdings Limited,中國天弓控股有限公司,428,Current,CHU To Jonathan,朱濤,Executive Director,,2015-04-20,2016-06-01
Cocoon Holdings Limited,中國天弓控股有限公司,428,Current,WU Ming Gai,胡銘佳,Non Executive Director,,2015-07-01,2016-03-01
Cocoon Holdings Limited,中國天弓控股有限公司,428,Current,CHENG Ming Shun,鄭明信,Executive Director,,2012-06-01,2015-10-01
Cocoon Holdings Limited,中國天弓控股有限公司,428,Current,CHAU Wai Hing,周偉興,Non Executive Director,,2015-07-01,2015-09-01
Cocoon Holdings Limited,中國天弓控股有限公司,428,Current,MAK Hing Keung Thomas,麥興強,Independent Non Executive Director - A/F,,2015-01-01,2015-07-01
Cocoon Holdings Limited,中國天弓控股有限公司,428,Current,LEE Fong Lit David,利芳烈,Executive Director,Chairman,1998-02-11,2015-06-26
Cocoon Holdings Limited,中國天弓控股有限公司,428,Current,CHOW Pok Yu Augustine,周博裕,Executive Director,CEO,1996-06-11,2015-05-26
Cocoon Holdings Limited,中國天弓控股有限公司,428,Current,HO Man Kai Anthony,何文楷,Independent Non Executive Director - A/F,,2004-09-03,2015-05-04
Cocoon Holdings Limited,中國天弓控股有限公司,428,Current,CHU To Jonathan,朱濤,Non Executive Director,,2014-10-29,2015-04-20
Cocoon Holdings Limited,中國天弓控股有限公司,428,Current,TONG Kim Weng Kelly,湯金榮,Independent Non Executive Director,,1998-11-09,2015-01-01
Cocoon Holdings Limited,中國天弓控股有限公司,428,Current,WONG Yun Kuen,黃潤權,Independent Non Executive Director,,2004-09-03,2015-01-01
Cocoon Holdings Limited,中國天弓控股有限公司,428,Current,CHAN Shuen Chuen,陳信泉,Executive Director,,2006-12-29,2014-10-29
Cocoon Holdings Limited,中國天弓控股有限公司,428,Current,LAM Siu Wing Andy,林兆榮,Non Executive Director,,2011-01-01,2012-05-31
Cocoon Holdings Limited,中國天弓控股有限公司,428,Current,LAM Siu Wing Andy,林兆榮,Executive Director,,2004-03-23,2011-01-01
Computer And Technologies Holdings Limited,科聯系統集團有限公司,46,Current,CHAN Yuen Shan Clara,陳婉珊,Independent Non Executive Director,,2022-01-28,
Computer And Technologies Holdings Limited,科聯系統集團有限公司,46,Current,CHEUNG Wai Lam,張偉霖,Executive Director,,2013-12-17,
Computer And Technologies Holdings Limited,科聯系統集團有限公司,46,Current,LEUNG King San Sunny,梁景新,Executive Director,,1998-04-09,
Computer And Technologies Holdings Limited,科聯系統集團有限公司,46,Current,NG Cheung Shing,吳長勝,Executive Director,Chairman,1998-04-09,
Computer And Technologies Holdings Limited,科聯系統集團有限公司,46,Current,NG Kwok Keung,吳國強,Executive Director,,2016-04-01,
Computer And Technologies Holdings Limited,科聯系統集團有限公司,46,Current,POON Siu Hoi Casey,潘少海,Independent Non Executive Director,,2023-03-20,
Computer And Technologies Holdings Limited,科聯系統集團有限公司,46,Current,TING Leung Huel Stephen,丁良輝,Independent Non Executive Director - A/F,,2004-08-09,
Computer And Technologies Holdings Limited,科聯系統集團有限公司,46,Current,LEE Kwok On Matthew,李國安,Independent Non Executive Director,,1998-04-09,2023-06-05
